🌙月光宝盒,#genre#
情感地图,http://PLTV/ku9/js/nbsj.js?id=GITV-HB-5
真人秀场,http://PLTV/ku9/js/nbsj.js?id=GITV-HB-6
央广购物,http://PLTV/ku9/js/nbsj.js?id=G_YANGGUANGGOU
好享购物,http://PLTV/ku9/js/nbsj.js?id=G_HAOXIANG
优选好物,http://PLTV/ku9/js/nbsj.js?id=GITV-GG-1
美好生活家,http://PLTV/ku9/js/nbsj.js?id=GITV-GG-2
AI直播频道,http://PLTV/ku9/js/nbsj.js?id=GITV-AI-1
家庭剧场,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-1
怀旧年代,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-2
警匪悬疑,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-3
青春剧场,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-4
古装大剧,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-5
红色剧场,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-6
军旅战争,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-7
爆笑综艺,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-8
欧美大片,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-9
动画电影,http://PLTV/ku9/js/nbsj.js?id=GITV-ZY-10

🇨🇳咪咕720,#genre#,JS=https://5266.kstore.space/mg720p.js#PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'}

CCTV1,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv1&key=湘西卫视QQ群121797010
CCTV2,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv2&key=湘西卫视QQ群121797010
CCTV3,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv3&key=湘西卫视QQ群121797010
CCTV4,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4&key=湘西卫视QQ群121797010
CCTV5,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv5&key=湘西卫视QQ群121797010
CCTV5+,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv5p&key=湘西卫视QQ群121797010
CCTV6,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv6&key=湘西卫视QQ群121797010
CCTV7,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv7&key=湘西卫视QQ群121797010
CCTV8,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv8&key=湘西卫视QQ群121797010
CCTV9,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv9&key=湘西卫视QQ群121797010
CCTV10,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv10&key=湘西卫视QQ群121797010
CCTV11,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv11&key=湘西卫视QQ群121797010
CCTV12,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv12&key=湘西卫视QQ群121797010
CCTV13,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv13&key=湘西卫视QQ群121797010
CCTV14,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv14&key=湘西卫视QQ群121797010
CCTV15,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv15&key=湘西卫视QQ群121797010
CCTV17,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv17&key=湘西卫视QQ群121797010
CCTV4欧洲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4o&key=湘西卫视QQ群121797010
CCTV4美洲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv4a&key=湘西卫视QQ群121797010
湖南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hunws&key=湘西卫视QQ群121797010
浙江卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjws&key=湘西卫视QQ群121797010
江苏卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsws&key=湘西卫视QQ群121797010
东方卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=dfws&key=湘西卫视QQ群121797010
广东卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdws&key=湘西卫视QQ群121797010
湖北卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hubws&key=湘西卫视QQ群121797010
江西卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jxws&key=湘西卫视QQ群121797010
辽宁卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lnws&key=湘西卫视QQ群121797010
陕西卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shanxws&key=湘西卫视QQ群121797010
河南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnws&key=湘西卫视QQ群121797010
海南卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinws&key=湘西卫视QQ群121797010
三沙卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ssws&key=湘西卫视QQ群121797010
吉林卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jlws&key=湘西卫视QQ群121797010
青海卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=qhws&key=湘西卫视QQ群121797010
农林卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nlws&key=湘西卫视QQ群121797010
内蒙古卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgws&key=湘西卫视QQ群121797010
兵团卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=btws&key=湘西卫视QQ群121797010
大湾区卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=dwqws&key=湘西卫视QQ群121797010
北京卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjws&key=湘西卫视QQ群121797010
深圳卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=szws&key=湘西卫视QQ群121797010
苏州4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sz4k&key=湘西卫视QQ群121797010
河北4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=heb4k&key=湘西卫视QQ群121797010
CHC家庭影院,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcjtyy&key=湘西卫视QQ群121797010
CHC动作电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcdzdy&key=湘西卫视QQ群121797010
CHC影迷电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chcymdy&key=湘西卫视QQ群121797010
五星体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wxty&key=湘西卫视QQ群121797010
重温经典,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wcjd&key=湘西卫视QQ群121797010
新片放映厅,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xpfyt&key=湘西卫视QQ群121797010
高清大片,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gqdp&key=湘西卫视QQ群121797010
经典香港电影,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jdxd&key=湘西卫视QQ群121797010
抗战经典影片,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=kzjdyp&key=湘西卫视QQ群121797010
赛事最经典,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sszyj&key=湘西卫视QQ群121797010
武术世界,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wssj&key=湘西卫视QQ群121797010
四海钓鱼,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shdy&key=湘西卫视QQ群121797010
环球旅游,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hqly&key=湘西卫视QQ群121797010
最强综艺趴,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zqzynp&key=湘西卫视QQ群121797010
嘉佳卡通,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jjkt&key=湘西卫视QQ群121797010
经典动画大集合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jddhdjh&key=湘西卫视QQ群121797010
优漫卡通,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ymkt&key=湘西卫视QQ群121797010
财富天下,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cftx&key=湘西卫视QQ群121797010
体坛名栏汇,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ttmlh&key=湘西卫视QQ群121797010
24小时全运会轮播台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=24xsqyhlbt&key=湘西卫视QQ群121797010
24小时城市联赛轮播台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=24xscsllbt&key=湘西卫视QQ群121797010
山东教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sdjy&key=湘西卫视QQ群121797010
中学生,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zxs&key=湘西卫视QQ群121797010
老故事,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lgs&key=湘西卫视QQ群121797010
CETV1,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv1&key=湘西卫视QQ群121797010
CETV2,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv2&key=湘西卫视QQ群121797010
CETV4,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cetv4&key=湘西卫视QQ群121797010
新动力量创一流,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xdlclyl&key=湘西卫视QQ群121797010
钱塘江,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=qtj&key=湘西卫视QQ群121797010
卡酷少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=kksr&key=湘西卫视QQ群121797010
北京影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjys&key=湘西卫视QQ群121797010
北京文艺,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjwy&key=湘西卫视QQ群121797010
北京财经,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjcj&key=湘西卫视QQ群121797010
北京生活,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjsh&key=湘西卫视QQ群121797010
北京新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjxw&key=湘西卫视QQ群121797010
北京纪实科教,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bjjskj&key=湘西卫视QQ群121797010
河南梨园,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnly&key=湘西卫视QQ群121797010
河南新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=henxw&key=湘西卫视QQ群121797010
河南都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnds&key=湘西卫视QQ群121797010
河南民生,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnms&key=湘西卫视QQ群121797010
河南电视剧,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hndsj&key=湘西卫视QQ群121797010
河南公共,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hengg&key=湘西卫视QQ群121797010
河南武术,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnws&key=湘西卫视QQ群121797010
河南移动戏曲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnydxq&key=湘西卫视QQ群121797010
河南文物宝库,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnwwbk&key=湘西卫视QQ群121797010
河南象视界,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hnxsj&key=湘西卫视QQ群121797010
广东体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdty&key=湘西卫视QQ群121797010
广东珠江,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdzj&key=湘西卫视QQ群121797010
广东少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdse&key=湘西卫视QQ群121797010
岭南戏曲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lnxq&key=湘西卫视QQ群121797010
广东移动,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdyd&key=湘西卫视QQ群121797010
现代教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xdjy&key=湘西卫视QQ群121797010
广东生活频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=gdshpd&key=湘西卫视QQ群121797010
上海新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shxwzh&key=湘西卫视QQ群121797010
上海第一财经,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shdycj&key=湘西卫视QQ群121797010
上海新纪实,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shxjs&key=湘西卫视QQ群121797010
上海都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shds&key=湘西卫视QQ群121797010
哈哈炫动,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hhxd&key=湘西卫视QQ群121797010
上海魔都眼,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=shmdy&key=湘西卫视QQ群121797010
爱上海,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ash&key=湘西卫视QQ群121797010
海南新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinxw&key=湘西卫视QQ群121797010
海南文旅,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinwl&key=湘西卫视QQ群121797010
海南自贸,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinzm&key=湘西卫视QQ群121797010
海南公共,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hingg&key=湘西卫视QQ群121797010
海南少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hinse&key=湘西卫视QQ群121797010
浙江公共新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjggxw&key=湘西卫视QQ群121797010
浙江国际,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjgj&key=湘西卫视QQ群121797010
浙江少儿,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjse&key=湘西卫视QQ群121797010
浙江教科影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjksy&key=湘西卫视QQ群121797010
之江纪录,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjl&key=湘西卫视QQ群121797010
浙江民生休闲,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjmsxx&key=湘西卫视QQ群121797010
浙江经视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjjsh&key=湘西卫视QQ群121797010
浙江钱江都市,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=zjqjds&key=湘西卫视QQ群121797010
内蒙古农牧,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgnm&key=湘西卫视QQ群121797010
内蒙古新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgxwzh&key=湘西卫视QQ群121797010
内蒙古文体娱乐,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgwtly&key=湘西卫视QQ群121797010
内蒙古经济生活,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgjjsh&key=湘西卫视QQ群121797010
内蒙古蒙语卫视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgyws&key=湘西卫视QQ群121797010
内蒙古蒙语文化,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nmgywh&key=湘西卫视QQ群121797010
江苏国际,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsgj&key=湘西卫视QQ群121797010
江苏综艺,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jszy&key=湘西卫视QQ群121797010
江苏影视,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsys&key=湘西卫视QQ群121797010
江苏教育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsjy&key=湘西卫视QQ群121797010
江苏体育,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jsty&key=湘西卫视QQ群121797010
南京新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njxwzh&key=湘西卫视QQ群121797010
南京教科,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njjk&key=湘西卫视QQ群121797010
南京十八,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=njsh&key=湘西卫视QQ群121797010
盐城新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ycxwzh&key=湘西卫视QQ群121797010
淮安新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=haxwzh&key=湘西卫视QQ群121797010
泰州新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tzxwzh&key=湘西卫视QQ群121797010
连云港新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lygxwzh&key=湘西卫视QQ群121797010
宿迁新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sqxwzh&key=湘西卫视QQ群121797010
徐州新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=xzxwzh&key=湘西卫视QQ群121797010
江阴新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=jyxwzh&key=湘西卫视QQ群121797010
南通新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ntxwzh&key=湘西卫视QQ群121797010
宜兴新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=yxxwzh&key=湘西卫视QQ群121797010
溧水新闻综合,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=lsxwzh&key=湘西卫视QQ群121797010
陕西银龄频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxylpd&key=湘西卫视QQ群121797010
陕西都市青春频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxdsqc&key=湘西卫视QQ群121797010
陕西秦腔频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxqqpd&key=湘西卫视QQ群121797010
陕西新闻资讯频道,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sxzxpd&key=湘西卫视QQ群121797010
凤凰中文,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhzw&key=湘西卫视QQ群121797010
凤凰资讯,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhzx&key=湘西卫视QQ群121797010
凤凰香港,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fhhk&key=湘西卫视QQ群121797010
翡翠台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fct&key=湘西卫视QQ群121797010
翡翠台4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=fct4k&key=湘西卫视QQ群121797010
无线新闻,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=wxxw&key=湘西卫视QQ群121797010
Now新闻台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=nowxwt&key=湘西卫视QQ群121797010
TVB Plus,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvgplus&key=湘西卫视QQ群121797010
明珠台,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=mzt&key=湘西卫视QQ群121797010
TVB星河,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvgxh&key=湘西卫视QQ群121797010
TVB功夫,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=tvggf&key=湘西卫视QQ群121797010
八度空间,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=bdjk&key=湘西卫视QQ群121797010
CHU,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=chu&key=湘西卫视QQ群121797010
CH5,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ch5&key=湘西卫视QQ群121797010
CH8,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=ch8&key=湘西卫视QQ群121797010
澳视澳门,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=asam&key=湘西卫视QQ群121797010
HOY77,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=hoy77&key=湘西卫视QQ群121797010





🇨🇳深圳天威,#genre#,PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'}
CCTV-1 综合,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-2 财经,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3 综艺,http://111.221.137.155:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4 中文国际,http://111.221.137.155:44330/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5 体育,http://111.221.137.155:44330/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6 电影,http://111.221.137.155:44330/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7 国防军事,http://111.221.137.155:44330/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8 电视剧,http://111.221.137.155:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9 纪录,http://111.221.137.155:44330/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10 科教,http://111.221.137.155:44330/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11 戏曲,http://111.221.137.155:44330/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12 社会与法,http://111.221.137.155:44330/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13 新闻,http://111.221.137.155:44330/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14 少儿,http://111.221.137.155:44330/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15 音乐,http://111.221.137.155:44330/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5+ 体育赛事,http://111.221.137.155:44330/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CGTN,http://111.221.137.155:44330/tsfile/live/1012_1.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://111.221.137.155:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0
深圳都市,http://111.221.137.155:44330/tsfile/live/1014_1.m3u8?key=txiptv&playlive=0&authid=0
深圳电视剧,http://111.221.137.155:44330/tsfile/live/1015_1.m3u8?key=txiptv&playlive=0&authid=0
深圳公共,http://111.221.137.155:44330/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
深圳财经生活,http://111.221.137.155:44330/tsfile/live/1011_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://111.221.137.155:44330/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东体育,http://111.221.137.155:44330/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
广东公共,http://111.221.137.155:44330/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0
广东新闻,http://111.221.137.155:44330/tsfile/live/1001_1.m3u8?key=txiptv&playlive=0&authid=0
南方卫视,http://111.221.137.155:44330/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://111.221.137.155:44330/tsfile/live/0122_1.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://111.221.137.155:44330/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://111.221.137.155:44330/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://111.221.137.155:44330/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://111.221.137.155:44330/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://111.221.137.155:44330/tsfile/live/0132_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://111.221.137.155:44330/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://111.221.137.155:44330/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://111.221.137.155:44330/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://111.221.137.155:44330/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://111.221.137.155:44330/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://111.221.137.155:44330/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://111.221.137.155:44330/tsfile/live/1016_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://111.221.137.155:44330/tsfile/live/1017_1.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://111.221.137.155:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
澳亚卫视,http://111.221.137.155:44330/tsfile/live/1018_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://111.221.137.155:44330/tsfile/live/1019_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://111.221.137.155:44330/tsfile/live/1020_1.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://111.221.137.155:44330/tsfile/live/0114_1.m3u8?key=txiptv&playlive=0&authid=0
河南卫视,http://111.221.137.155:44330/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://111.221.137.155:44330/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台,http://111.221.137.155:44330/tsfile/live/1021_1.m3u8?key=txiptv&playlive=0&authid=0
明珠台,http://111.221.137.155:44330/tsfile/live/0138_2.m3u8?key=txiptv&playlive=0&authid=0
Channel [V],http://111.221.137.155:44330/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0
重温经典,http://111.221.137.155:44330/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0

🇨🇳央视投屏,#genre#,JS=https://5266.kstore.space/cctvnews.js
CCTV1综合,http://A/ku9/js/cctvnews.js?id=cctv1
CCTV2财经,http://A/ku9/js/cctvnews.js?id=cctv2
CCTV4国际,http://A/ku9/js/cctvnews.js?id=cctv4
CCTV13新闻,http://A/ku9/js/cctvnews.js?id=cctv13
CCTV9纪录,http://A/ku9/js/cctvnews.js?id=cctv9
CCTV10科教,http://A/ku9/js/cctvnews.js?id=cctv10
CCTV7国防军事,http://A/ku9/js/cctvnews.js?id=cctv7
CCTV12法制,http://A/ku9/js/cctvnews.js?id=cctv12
CCTV17农业,http://A/ku9/js/cctvnews.js?id=cctv17
