冰茶,#genre#
咪视界-8-移动或影视专用,https://msj.188766.xyz/play?id=3000000001000010948&token=1df066dc1df066dc1df066dc1df066dc&client=ys
咪视界-9-移动或影视专用,https://msj.188766.xyz/play?id=3000000001000028638&token=1e0215f31e0215f31e0215f31e0215f3&client=ys
咪视界-10-移动或影视专用,https://msj.188766.xyz/play?id=3000000001000031494&token=1e0cf80f1e0cf80f1e0cf80f1e0cf80f&client=ys
咪视界-11-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000000097&token=be7d6fcebe7d6fcebe7d6fcebe7d6fce&client=ys
咪视界-12-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000002019&token=be7e5796be7e5796be7e5796be7e5796&client=ys
咪视界-13-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000002809&token=be7e757fbe7e757fbe7e757fbe7e757f&client=ys
咪视界-14-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000003915&token=be7eedbabe7eedbabe7eedbabe7eedba&client=ys
咪视界-15-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000004193&token=be7f4507be7f4507be7f4507be7f4507&client=ys
咪视界-16-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000005837&token=be7fd2f7be7fd2f7be7fd2f7be7fd2f7&client=ys
咪视界-17-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000006077&token=be8029cabe8029cabe8029cabe8029ca&client=ys
咪视界-18-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000006658&token=be804013be804013be804013be804013&client=ys
咪视界-19-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000009788&token=be81a14ebe81a14ebe81a14ebe81a14e&client=ys
咪视界-20-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000010833&token=be8ba499be8ba499be8ba499be8ba499&client=ys
咪视界-21-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000011297&token=be8c0330be8c0330be8c0330be8c0330&client=ys
咪视界-22-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000011518&token=be8c0d7cbe8c0d7cbe8c0d7cbe8c0d7c&client=ys
咪视界-23-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000012558&token=be8c8257be8c8257be8c8257be8c8257&client=ys
咪视界-24-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000012616&token=be8c859abe8c859abe8c859abe8c859a&client=ys
咪视界-25-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000015470&token=be8ddbe9be8ddbe9be8ddbe9be8ddbe9&client=ys
咪视界-26-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000015560&token=be8ddf8bbe8ddf8bbe8ddf8bbe8ddf8b&client=ys
咪视界-27-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000017678&token=be8ecc31be8ecc31be8ecc31be8ecc31&client=ys
咪视界-28-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000019839&token=be8fbbf6be8fbbf6be8fbbf6be8fbbf6&client=ys
咪视界-29-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000021904&token=be9a33debe9a33debe9a33debe9a33de&client=ys
咪视界-30-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000023434&token=be9b0a34be9b0a34be9b0a34be9b0a34&client=ys
咪视界-31-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000025380&token=be9befc8be9befc8be9befc8be9befc8&client=ys
咪视界-32-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000027691&token=be9ce3e9be9ce3e9be9ce3e9be9ce3e9&client=ys
咪视界-33-移动或影视专用,https://msj.188766.xyz/play?id=3000000010000031669&token=bea840dbbea840dbbea840dbbea840db&client=ys
咪视界-34-移动或影视专用,https://msj.188766.xyz/play?id=3000000020000011518&token=5370c03d5370c03d5370c03d5370c03d&client=ys
咪视界-35-移动或影视专用,https://msj.188766.xyz/play?id=3000000020000011519&token=5370c03e5370c03e5370c03e5370c03e&client=ys
咪视界-36-移动或影视专用,https://msj.188766.xyz/play?id=3000000020000011520&token=5370c0545370c0545370c0545370c054&client=ys
咪视界-37-移动或影视专用,https://msj.188766.xyz/play?id=3000000020000011521&token=5370c0555370c0555370c0555370c055&client=ys
咪视界-38-移动或影视专用,https://msj.188766.xyz/play?id=3000000020000011522&token=5370c0565370c0565370c0565370c056&client=ys
睛彩竞技-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011528&token=5370c05c5370c05c5370c05c5370c05c
睛彩篮球-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011529&token=5370c05d5370c05d5370c05d5370c05d
睛彩青少-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011525&token=5370c0595370c0595370c0595370c059
睛彩广场舞-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011523&token=5370c0575370c0575370c0575370c057
咪视界4K-1-冰茶专用,https://msj.188766.xyz/play?id=3000000010000005180&token=be7fb944be7fb944be7fb944be7fb944
咪视界4K-2-冰茶专用,https://msj.188766.xyz/play?id=3000000010000015686&token=be8de390be8de390be8de390be8de390
咪视界-1-冰茶专用,https://msj.188766.xyz/play?id=3000000001000005308&token=1de47e341de47e341de47e341de47e34
咪视界-2-冰茶专用,https://msj.188766.xyz/play?id=3000000001000005969&token=1de495751de495751de495751de49575
咪视界-3-冰茶专用,https://msj.188766.xyz/play?id=3000000001000007218&token=1de563501de563501de563501de56350
咪视界-4-冰茶专用,https://msj.188766.xyz/play?id=3000000001000008001&token=1de5d0071de5d0071de5d0071de5d007
咪视界-5-冰茶专用,https://msj.188766.xyz/play?id=3000000001000008176&token=1de5d4a61de5d4a61de5d4a61de5d4a6
咪视界-6-冰茶专用,https://msj.188766.xyz/play?id=3000000001000008379&token=1de5dc2b1de5dc2b1de5dc2b1de5dc2b
咪视界-7-冰茶专用,https://msj.188766.xyz/play?id=3000000001000010129&token=1df048971df048971df048971df04897
咪视界-8-冰茶专用,https://msj.188766.xyz/play?id=3000000001000010948&token=1df066dc1df066dc1df066dc1df066dc
咪视界-9-冰茶专用,https://msj.188766.xyz/play?id=3000000001000028638&token=1e0215f31e0215f31e0215f31e0215f3
咪视界-10-冰茶专用,https://msj.188766.xyz/play?id=3000000001000031494&token=1e0cf80f1e0cf80f1e0cf80f1e0cf80f
咪视界-11-冰茶专用,https://msj.188766.xyz/play?id=3000000010000000097&token=be7d6fcebe7d6fcebe7d6fcebe7d6fce
咪视界-12-冰茶专用,https://msj.188766.xyz/play?id=3000000010000002019&token=be7e5796be7e5796be7e5796be7e5796
咪视界-13-冰茶专用,https://msj.188766.xyz/play?id=3000000010000002809&token=be7e757fbe7e757fbe7e757fbe7e757f
咪视界-14-冰茶专用,https://msj.188766.xyz/play?id=3000000010000003915&token=be7eedbabe7eedbabe7eedbabe7eedba
咪视界-15-冰茶专用,https://msj.188766.xyz/play?id=3000000010000004193&token=be7f4507be7f4507be7f4507be7f4507
咪视界-16-冰茶专用,https://msj.188766.xyz/play?id=3000000010000005837&token=be7fd2f7be7fd2f7be7fd2f7be7fd2f7
咪视界-17-冰茶专用,https://msj.188766.xyz/play?id=3000000010000006077&token=be8029cabe8029cabe8029cabe8029ca
咪视界-18-冰茶专用,https://msj.188766.xyz/play?id=3000000010000006658&token=be804013be804013be804013be804013
咪视界-19-冰茶专用,https://msj.188766.xyz/play?id=3000000010000009788&token=be81a14ebe81a14ebe81a14ebe81a14e
咪视界-20-冰茶专用,https://msj.188766.xyz/play?id=3000000010000010833&token=be8ba499be8ba499be8ba499be8ba499
咪视界-21-冰茶专用,https://msj.188766.xyz/play?id=3000000010000011297&token=be8c0330be8c0330be8c0330be8c0330
咪视界-22-冰茶专用,https://msj.188766.xyz/play?id=3000000010000011518&token=be8c0d7cbe8c0d7cbe8c0d7cbe8c0d7c
咪视界-23-冰茶专用,https://msj.188766.xyz/play?id=3000000010000012558&token=be8c8257be8c8257be8c8257be8c8257
咪视界-24-冰茶专用,https://msj.188766.xyz/play?id=3000000010000012616&token=be8c859abe8c859abe8c859abe8c859a
咪视界-25-冰茶专用,https://msj.188766.xyz/play?id=3000000010000015470&token=be8ddbe9be8ddbe9be8ddbe9be8ddbe9
咪视界-26-冰茶专用,https://msj.188766.xyz/play?id=3000000010000015560&token=be8ddf8bbe8ddf8bbe8ddf8bbe8ddf8b
咪视界-27-冰茶专用,https://msj.188766.xyz/play?id=3000000010000017678&token=be8ecc31be8ecc31be8ecc31be8ecc31
咪视界-28-冰茶专用,https://msj.188766.xyz/play?id=3000000010000019839&token=be8fbbf6be8fbbf6be8fbbf6be8fbbf6
咪视界-29-冰茶专用,https://msj.188766.xyz/play?id=3000000010000021904&token=be9a33debe9a33debe9a33debe9a33de
咪视界-30-冰茶专用,https://msj.188766.xyz/play?id=3000000010000023434&token=be9b0a34be9b0a34be9b0a34be9b0a34
咪视界-31-冰茶专用,https://msj.188766.xyz/play?id=3000000010000025380&token=be9befc8be9befc8be9befc8be9befc8
咪视界-32-冰茶专用,https://msj.188766.xyz/play?id=3000000010000027691&token=be9ce3e9be9ce3e9be9ce3e9be9ce3e9
咪视界-33-冰茶专用,https://msj.188766.xyz/play?id=3000000010000031669&token=bea840dbbea840dbbea840dbbea840db
咪视界-34-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011518&token=5370c03d5370c03d5370c03d5370c03d
咪视界-35-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011519&token=5370c03e5370c03e5370c03e5370c03e
咪视界-36-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011520&token=5370c0545370c0545370c0545370c054
咪视界-37-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011521&token=5370c0555370c0555370c0555370c055
咪视界-38-冰茶专用,https://msj.188766.xyz/play?id=3000000020000011522&token=5370c0565370c0565370c0565370c056
12月11日01:40欧女冠_巴塞罗那女足vs本菲卡女足,https://mgev.188766.xyz/play?migutoken=a6191986ac7ad461fcf1be1bbf8592b2&id=jbAQcLTEdz9rPzu2pRahw3VSCt0Pz65%2BvuStlH1TrEHbRGKPlcHwBB3e8Z8sY4yZITPaOsUhYfNh9J7OoeU31wZcPLRue7dbXqNyu%2FguXHOSabLbEYm%2FCib%2BB28HLL5xvHw%2BGWio48VF2z6Uj%2BtS8n04E4y4ZZ6S1cG3mz%2BGdFXB0u6rPJD7UxXy8D%2FRIUc4MKTlfNXWeiJzfenqZV5fe6sQrSy1AVbnFc4WVt2LgQIGS%2Fu1rPmfl80sWu3SKS13k%2Ft0Yrv97OREZc1R8gIQywHd8ZxwkTEk0FOYKg5IYyyIV02d6hJBnavmYj1UWgHkhQAyYzrodg4TUjS2KQp9uCgRm%2FJbH4c4KrGoJmVJDtFv%2FY8tjOP1rNfruXKwht4Qw3oGeWCgWJfgvsLyC3hVew%3D%3D&name=hXTiMEfVwq7iPTsFXMkB9pZf5Z9mWWi3l3Qm%2BTQM1x5LVjxpekUHLurUUuYaawp5sQsExBPIxUFzLZ0HzvmvDs%2F4HPsNSAI7p2XRxq2655Q%3D
12月11日01:40欧冠_卡拉巴克vs阿贾克斯,https://mgev.188766.xyz/play?migutoken=045ae610517aa293919c0a2eea200afd&id=vSF5PIb3xkvljQSYiA9p4edTSNeb8whibzJeCHiTxbEcqV%2FFe4jGRGW18NPFPbMegcd3kt2wmUuCzOnW60aWM0si80Z6nF0KrUVABz7a%2BqAwJ6mYiC2cYgu9EJEnoWQtlsm9sLkXHXrdFuTNiHtkcGP6R6HbmK0lXDzmF7uo705%2BB0vGVCWqEiMQEg8EqNx3IZuZNBm7nM6HnoaBzjkJuPJHDz4weqDkCOcdGRyeDCnhrh%2FSeO7FmmiCwbhaeIDDSayrhkIPy%2Fds2NrrW35qTev1tKk9i6cp5nf7rS%2F5iUEwvN8X%2FjVbsE5tHI%2FXRMOlexvCwP31gJkD%2BlxGqTw0f7IQitYdzd6m8KnUMrvd6oSnh2hGX5k1WLPsduPiHp4aZ8DUD50In6tgRrrnTZhg5Q%3D%3D&name=HZkbUiz4SsdTw9ipQ9MueSoGpQS%2FoEBOIyz0JC%2BbDCN4wnT3i%2BWStOyHhvLJcNdvVwTMGD06TRHovmAFuZYflE0Z6RCH0MvmlbcyQZjJ51M%3D
12月11日01:40欧冠_比利亚雷亚尔vs哥本哈根,https://mgev.188766.xyz/play?migutoken=8b6f8ba945ced51c315652fcacb6a046&id=kEn%2BP5%2BXsd4RvcjKmwl2GqHqz6QOnfztC21rI%2Fi9NYsI8vH2P%2FRMdpCILtdVJ2xWai%2FQH4Xdh9I7oBsGvgkLe6%2FHCCvCOQhmaFc5YNNln9Gf01IbbYR26LCuEFTskuCvPCmzeMqNiNxbKBjED2OCYR7%2B%2B9Mb3ATzf864GnRoEaAZw1Z%2BRXNnDflqhumszHyOddrs872z9uR2Hjno%2FT0ohoxNkj%2BZaxTGrWKYr3AIal8lnS7Pitabskwv1aRBd0Cwl9hV%2BX8O%2FRG4Em8hMz6Oiw8mT9iyxBA1urHJ7gCXamIbHH%2Bd5%2FR%2FL5l7rH9wRlZw8%2BvxFdNNA6dFfuyoYWkqrcru22538SkprdCd9d%2FzZR82ZePLrH5B%2Fo1xIxKimCLLEDpW8QmGh4MbtoB2e7FlEA%3D%3D&name=sxfhbsregRHwziwN3AiDlY5Cmm2y%2BXXdX740BELw%2FP68Lej3%2B619GrJfaeBASmCkP%2BFG73BxV7sZZHH3Kv2E1Dg%2FBGMkAxVYjesWaH%2FReJA%3D
12月11日03:45欧冠_布鲁日vs阿森纳,https://mgev.188766.xyz/play?migutoken=db550ec81388023d4dc4e1aa17cef2d3&id=AS%2BjOXZiLFy0s9MUVY6jeVI8gT%2BRGXf7idVKi%2BjtHRws%2FdCEzyqWqDJychMa35UlBF9tST0St3nyfWaMpmffFSeEa14uK2gNP%2FvNS41uj8AlbInUP6eiqw2eI%2B2%2BpOvbOi1FlXagznlA7wbINdBe4mbwnqqxM5FUCLI5PMNiLqbr2hgl0u3fWotaEqkFUG8Ty9YwXETuTgIKtPgiHqAP7zM%2BdBT9cAQSO7w8J7wPP4ghrL8Zx9fOX5zP95MIYBSmWVarnF3uTkYigHoIinaecvR90C1hhW50u8EyXbTg1CjJV9xUYbLBVKqby6uULNq%2BC4ZxIzgKffdWHyXJ2gQaM4et5fG4othIQ%2BCWQFWCJnjOCN6OawGlel8%2FIQZcbFde73Cl1S0AcOCrrUL8BPf47A%3D%3D&name=dCIzWGuT%2BVVLobbGFXc%2F%2BQKwTUbl9VCb06KLz2NGDt2ic%2Bxf6M1vv4OC5fkBqM3YN5cqBMZ9JLXesOUrdFAN7g%3D%3D
12月11日03:45欧冠_皇马vs曼城,https://mgev.188766.xyz/play?migutoken=8c80ec0febe273cb8c4556cbafd2fe32&id=D0DCBYBayJ7hokyjgirI%2BBwpaMC2IrrRRG%2BM4AHGPeAaNQ04dPhAugs1uf698wRV8B2gx%2FWXQmddEJHZHvgC5uQT0K0JnRuWStMfq0rnhCXk6qssnBjx%2BYKZRV5A7UIuQirfb7VxpfdSxfIun2RN8P3kHrQFFNvohfuCzb1dw%2BAy%2BLxHhWHUf8bbOeo%2B7UUBiJAADtKxsLKNnVHm%2Bl%2FPsi%2BkyVAZxdypo2zJX6Jd71hCQoTjgD5Z8v%2FxzIYo1UeCGoO87NH9Is16Texq1YjxCIfj7ClQMhrxE4S8UWkQ1Wyg8%2B0jHzktEd1i0m164XiZRjPEHvAGKGMk%2FC5Ryo8zx%2BVJjC5tbHHnsyw4vF%2BROvEl7Lf%2FGMog6lle%2BwIPAgpq%2F9UjK46R3652lPb3wfMOzw%3D%3D&name=jZnYUx7TOxdAbVaw4KCYZwwh3RU28%2BTi2wfnE2T1eCx0x%2F%2FCkeTn0jh84cAlEVCEQ4A21l6scpE1nm%2F48DQ4nw%3D%3D
12月11日03:50欧冠_尤文vs帕福斯FC,https://mgev.188766.xyz/play?migutoken=8651a7b0110a40a5ad877884a400ee1a&id=CmVNdDnvq8lx%2FmosNcfudLoEhveL7pdcMO3HU2LBtJex9TnCncpaIxql%2B99kMWUzdfYjpbveYQn4Rp%2BBgyzZM2itPoIyI0IMFYAXAWOP3sNJH2alR00OXSPs2GJM0OhbejgAUsB8BoClNj2sxfzum4XYBunH8qaM84arbQRLv59ORPpt9l2D5gVgB6%2BEnWP9487YdbOyTc83gqx6o4XdvbagvaHG8BrRD407AxWHufnfXhejslntYkhr32KrlJtm98Gau895VeGmiVapgJR1xpTLTkW7M%2BKgi2zDvQd1MrGsy5%2BHIdklxqt1AWnNE%2FQ7S1aOJHbf4DR%2FrnX2ziDvYSPJ7g23MURCIMWPOSZNtR5NTBDnuCXdqbR3nCAH3XDXE3iuaPoePqjIyfFWSuAW%2FA%3D%3D&name=dmW8cPdPVBd3HYoe2lQp4B2PopCQpaSzD%2FOmpg1oCWGH0QNDZr6YteduvpgpO3Ef4XNQ47JYROFqlxG%2BMrDPJA%3D%3D
12月11日03:55欧女冠_切尔西女足vs罗马女足,https://mgev.188766.xyz/play?migutoken=f86df29e18678dda6b47fcb1e7ec52dc&id=PQ%2Fb1nGuwGehF8pD58Q%2FvjFRap0xRtKONo%2FQzjkMHVdZg5hqwVyehbkvVQP1HRKwovy6Ee0BZ9jBLmT6L56W16G6vR8aJ8hr2ZZGq2R1wxw0mTKaOfDBsEheRMld5PWA8GO0hRExQzKEE0m8O7ClL9OL8BzHvWJj%2F5LgS%2BJuRwbhYemnGQTgq16XLBzeAkyRdu6kGGNRupB3KyRju9wd561PifbgaDZ%2B611ftCJXzSEVpZ9bXV%2BV1yPXpH8ZWpiIq20%2BMWkdnCLcxgVHMP6waMQv1H6MNhQF9R%2FgrKrbdci6A%2FSew6cB%2FJROj9Xq241%2BDynI9uLSCrlOmj3tFunfFUyqaNkH7Z6CfkfKlVqjvi6w3m3FNQqb5wxP3XZQqspu5JdUO6eB%2FOdV6pgXXEG8aw%3D%3D&name=MgjZcscen5pQkky3Kswi7YfpBl6jSVm1mQqc%2FswzLY8CYBxSlC%2F%2FMZixuXCnWcNK0BXmBkyTvWY6w7%2BEr7fWnjtC7%2BL%2BqNiKvNaCNyf23vA%3D
12月11日03:55欧冠_毕尔巴鄂vs巴黎圣日耳曼,https://mgev.188766.xyz/play?migutoken=a6f7348599e090eeb75bf75bd7e351f6&id=u%2Fc0o8HC6MuQTUQ6ZbU7AeaNQkctvs9r0d8q6Rv3ij5yKQl2q6NsdnILz%2BphWR3WSV%2FVbb0D0x8J3UtKy1w9dfit8blwp%2FL%2BV6WHWjrVmjRCjsD5YhCDFKOzcMshOc7X%2BaKqyLvWB7TWW0HRKTKEfY9mo7txsxnpaKjp%2F%2BebxE8AVuMSmhTuqqc%2BGCehSRyXYc2srQrOTYIfVwTmf6d4Bl3QsV4xpwu57hHeI1q3A3590ecvfaGaK3HbOHUtur5c4OqeyGKMjLjjrsADzDQ4%2BTf8CpB3QHOtnR914mK9TntRQMBnQB0G8RwxDZhNhovs8d8HzxxzSuOS3uR5DRJwqd3G4bbByP49PKBONbYU0MvCuGH%2Fk6ef7ZLMrhoPLoLHLNXoT9Pje13TXckFecvSWA%3D%3D&name=AXM%2FlgI%2B508S1cIUfROxiV9MMhYs4hjiEfG6ypIGV%2F5qmEGKdOPm5pySwZkr0sEkVM2qMP%2B88IekzSejQmlNZVKaGTRRt2tZUnID%2FxdODEc%3D
12月11日03:55欧冠_勒沃库森vs纽卡斯尔联,https://mgev.188766.xyz/play?migutoken=5241d3229484601e9b3ecae613422476&id=%2FOeQcse%2BExTvqpLgTg9XRTnoTeJ2CiPfu3dvR%2FB1%2BfO779dBGUfjVfHBRNQFYtRcSlFNk2zqEKF%2BsuUAMGRE3izR017dz4cjMSlvZ%2F6ouQJk6YEtnzOWiyk6ran%2B%2F9yXWVwEGcW7dS1jTiCEKD3owmoFMLK49McBiU0ynX3KxYlPfMGVmSzEy5M2IdSYlPHgJti1asocWCuKxNvlhxZpPcMq4uaWm6rCDsvK93H3ETPA88FJtHYdWvLTTA4lSAmQ%2BnONhFJvq5CFgVKEUExLEdN5zTC1Nkt2IjL8NGD%2FlseQd6%2BotWes0oDqH38NKJ7dq4tAnki%2BkdLBorKWbDtuv4iPB%2Fo%2BdOLnPlhrSeekhwlX98zBEndg2qis5pszVVDCc26foU67LdVrEezg5Y8ikw%3D%3D&name=hakpfk%2B%2BnC6OfVaGxmrefI9pAyHnMLhqE7B9hQnwEvUWiqL9kO0rXu%2BkLRwDr7NpiRlCZjahg2fE9EAHeiPd3RxOGhcIlGFPx60CeBTUjSA%3D
12月11日03:55欧冠_本菲卡vs那不勒斯,https://mgev.188766.xyz/play?migutoken=67c91f81e86534b6b61f6b5494ad0e53&id=bZZHNi2p04zXu010lP6c59T7cBFb%2BEyVeGXv6f3DpVAN8lB2H1tZ4Rs0gjppfSZ1S%2BDhu44UyQECsjO4XY8MarFF5sRVfCEdoSkx9h3dAUO7gdb4H7C7a5JXTjwGXU3NXoO7A%2ByntmAsZDu%2F3%2FqxczFjYrY%2BVCGyewWBa6YZPMN%2FeQZJXnTv8FTQNE2a89qvm2P7sfN1%2B%2FPR1srYn0wvG6CEsfitAgsd%2Fup%2FWxxUrLCQ4BgcBDRn8zgl4CrsoC0YiVvEpwWa4zt1IZH067blfsxyB0qsEEoX58lK6Ou6mbrpEbgIMaididPzadPQYplY6uCQMst3lka75fEB1Xbnb5r34V8j0TSlju0TQz6GbQ%2BDzoVRF7qN16RxfnEVr%2FbbMLdpIV2yvRigvRQD7DmKLg%3D%3D&name=QwZMFG%2FfWuXbdeVx%2Bc9aU%2F3%2FGaAQoPpO68TkFR4sg20u46t%2BR4ddMkc6TCBgTazZ4j13qy0YlCg72XQwBdRomQ%3D%3D
12月11日03:55欧冠_多特蒙德vs博德闪耀,https://mgev.188766.xyz/play?migutoken=73e701d6868242afa197ad8026f37045&id=ql%2FEjhmsVSU1875h%2BbQFSTAFkqTmm%2F4bpiSJgevtZOdog2Il5XKjFnMuMXUVCpPfT4kho%2BcbpF%2Bzf3T%2FDAf%2FrOXSfS83TysAIV0nQmXU9BjyjR7SS0MLEkSL5o8LVsvU0w9yDuZecJ7fw31juctn8LXFccrMRbloTql8MimrrkVviKC0BQKU7ogSoJ01iaiAnWHFJlBYPUPm%2Fq4toSeTfTQlheUioFOB55v84R88HJkYJgaB3yQaqOhgbTcNkCuJWfS0CJjBikRnpUtPWKts8QcrIrm%2FGm%2BrDCIIiyv4Q6itj%2Fmy66Laxfiacdq%2F4NH8qEbdDGsidePOh1rbHeD%2BwWdPGOqRS7dJ0Vhv7D%2BNINlTfWtjCc8It%2BqfqLH690fu3EgQUQOoYxOHCDJQfotfOQ%3D%3D&name=mG0%2BJNQj2nRHxDC0BHhZMZojOcKVkQwQd0ri9aKSVrY%2BdADS6rdBykz6EkT%2BTZGqLwCS4wU1EaKB18Xoo%2FrkDSRQqeGbSwv%2BOxTGt81WcPg%3D
12月11日08:30_NBA杯淘汰赛_太阳vs雷霆 柯凡 苏群 泱泱,https://mgev.188766.xyz/play?migutoken=ba229ebf38b3ef8a3e056db21e03a837&id=8tWoXvo5hDl54Krny0ZxWgDzwcqo9YV7HRAi6Iv%2F4LNA15KJgEoKpmLUEFwoYfOl42GIdWoMA4ZnA5B8w94PXgtiSKmzbAC1pm%2FLiQt3xNCj1U0ct%2BuXHiuOkbKJq3xDtUoCiw%2BKScPZw%2FQ0c3JjhX0uVA0Enjdky8n8JGLJ42cFF7OHbdlTzm1YqnRn0lkEPAMwgzzMQTeH7yJbZzzsoqIcUJKHGRXJEysw4YJsRqQT%2FLqFS9CkLbmS484Qti7pJO1aY%2FgGfOHx3lxXDok7zhiwgvsP1T0yDpOJq5zINq3BI9az4EbL9vBEj%2Btxj%2FnYRaLXjoiF1J0XHq7K16LC3w%3D%3D&name=LoJd9ulzcTBksRXtUYB%2BKlE4oddsKngGgDOEaGZ8ijV9oj1cEc4whQEStcRBp8okF%2BTaKHLMdM0PQta6EO5uqSTJ8VhAMN3eyW2eYlDslO8APyntxES5364OmtwHzLa5
12月11日08:30_NBA杯淘汰赛_太阳vs雷霆 英文原音,https://mgev.188766.xyz/play?migutoken=e2d2480d478eb8090cf97bdf5570e42d&id=T060RhotjPEq6IsZNaZPtGP6GBiFrniJZrflBWCVOsUjk9OrvA%2Fl75SxGJjF5bAf5f5a2vvFR3Fm6WmuxBY90TaWQNE%2FX2stfmlw290SFeoilXxE7lwKWg4eRdU0qvpLB91onEBTTBfrJpzrw%2B5HAg2KpmEV6OSGCed623t7PlYKi19rkZijQT1TAwIh0By9OkvQG8CnCcQ64wf9UBh3jU49f732snqWt8Y2hdPxLWKDEer%2BKnfCFU1nM%2BX4wkGgMlA3SY7e4nquQ27Ue9I8js5toWOFqT0q4UQFG8q5WbkgoGGdKNU5UO9TnOufryLtlP8bSWBAE0d9U0joYVT63Q%3D%3D&name=FsFAZiXtpv3Y5mH%2B9OLlTWVBxjs5R%2BWn%2FnU6aD%2FTTu%2FfDLv9KSdikJm7qutXPBQ9Ak2s5bqvHXO9hnj8DrRhE7k0JLOVVmBB%2BMtALEcJE4k%3D
12月11日10:00_CHBL基层赛北京赛区女篮决赛_清华附中vs三十五中,https://mgev.188766.xyz/play?migutoken=22ca9a3daa5166556466734f1f7a5ba7&id=XZSk0WcvOJY0GLnMmJ5NWEGnoHlR8o1y9CidqC8r8pUhtwxcpyAKovSv8dyUeGFRYbyK%2FiLa6D2NdwfU8RidWClp0n8KFqjdteZsYaZlk0qZjqdTmd%2FJtkaNrbnf9V0wZ7inB4yJXn6ziWzFMjUf8Ei10VU7UkNFYuAFUavceP3bUR%2BuDsV3UexuhQLW3%2FbCcpfq9zhmfi7fCGlzZgjOEBbkYLElSERBVcq6Sh8yr4I7feHKc5v37%2FO6Cu4gSM%2FqzIXvyRh9ObOr43ytVRJjXHkO1vVbXuO9zXCJifuSNOeKE%2FRtC%2Bx%2Bu6pl7cPMi2CJ&name=inW2h3LAnwIAQiFXF6065aSMHi6J2ed0UoLAsotC%2BwAfEADpaqMZIe%2FnXvZm9VDo7q1rGDPY4sFGOKG28d26B3M%2F%2FoxcOEioBLWHbM%2FgGnBSI8BE0yMj4x0eQygZrsM2cFarxfWsGDnGokZ57h03fA%3D%3D
12月11日10:00_篮球直播节目_[早安Tip_Off]第50期 王猛 孙悦 美娜,https://mgev.188766.xyz/play?migutoken=6c58a407c1b53743fc663190929bf613&id=323A8ByMT%2F%2BvGs42vbD5TrUuFJBAh5b9itrq0WwYHRvrNd68aKVoi4Af%2BuoMko0ogSGzd%2FEdsGE6Os143lMxRHXgYRN7HMcUzWBinldaty7NREvlMdcJrQeaM6cqHIaelLZ4L2qNue%2BT9Ha1aPfMUqGR%2F%2FbrJwiOs51%2BC31ejOU7mH08PugbJfTynU%2Fn8tSaCN8pzllBllLOe5PkbMMTXVvfZJwAE%2FR07Bzt175z4aobHB%2F7adbfXgMaLgd%2B2mlnncutgtXC%2FA7gS9EWt7Xz%2Fim5URhKbEX8k4cpTnw%2FuFPKHAsTVAbfByv%2BKhGjMz4z&name=C%2Bzd%2F7iijj7Tz2j6D9f6n40uEpHFLw0%2BzgsdyDItlmZtoGQ0suydM2VYOQn3JQH7jdnzyNFXY1YlRbxFHdwekhdYdwsphbQSiWL1RJjIPqcqfLDkYTTA3yK8fRodIXt%2B
