冰茶TV,#genre#
电影_蜘蛛侠,http://192.168.1.2:35455/huya/21059599
电影_贺岁片,http://192.168.1.2:35455/huya/11601986
电影_功夫片,http://192.168.1.2:35455/huya/11352941
电影_黑帮片,http://192.168.1.2:35455/huya/11336719
电影_丧尸片,http://192.168.1.2:35455/huya/21059578
电影_灾难片,http://192.168.1.2:35455/huya/11602075
电影_谍战片,http://192.168.1.2:35455/huya/21059587
电影_战争片,http://192.168.1.2:35455/huya/21059574
电影_犯罪片,http://192.168.1.2:35455/huya/11352974
电影_古装片,http://192.168.1.2:35455/huya/11336590
电影_高分动作,http://192.168.1.2:35455/huya/11352884
电影_动作电影,http://192.168.1.2:35455/huya/11602077
电影_搞笑喜剧,http://192.168.1.2:35455/huya/11342423
电影_喜剧专场,http://192.168.1.2:35455/huya/11602044
电影_欢笑影院,http://192.168.1.2:35455/huya/11352894
电影_不挤影院,http://192.168.1.2:35455/huya/11352897
电影_国产悬疑,http://192.168.1.2:35455/huya/11342395
电影_快意江湖,http://192.168.1.2:35455/huya/11342435
电影_黑帮斗争,http://192.168.1.2:35455/huya/11342419
电影_古墓系列,http://192.168.1.2:35455/huya/11352913
电影_嫣然影厅,http://192.168.1.2:35455/huya/11601977
电影_女神系列,http://192.168.1.2:35455/huya/11336571
电影_经典女神,http://192.168.1.2:35455/huya/11352909
电影_经典港片,http://192.168.1.2:35455/huya/11352965
电影_喜乐影院,http://192.168.1.2:35455/huya/21059580
电影_蘑菇影厅,http://192.168.1.2:35455/huya/11601981
电影_搞笑恐怖,http://192.168.1.2:35455/huya/11601960
电影_死神来了,http://192.168.1.2:35455/huya/11352903
电影_变形金刚,http://192.168.1.2:35455/huya/21059596
电影_怪兽系列,http://192.168.1.2:35455/huya/21059554
搞笑_陈翔六点半,http://192.168.1.2:35455/huya/11274154
[B站]热门赛事,http://192.168.1.2:35455/bilibili/10
[B站]CS 2,http://192.168.1.2:35455/bilibili/21622811
[虎牙]CS 2,http://192.168.1.2:35455/huya/483917
[B站]英雄联盟,http://192.168.1.2:35455/bilibili/6
[虎牙]英雄联盟 𝟙,http://192.168.1.2:35455/huya/660000
[虎牙]英雄联盟 𝟚,http://192.168.1.2:35455/huya/660001
[斗鱼]英雄联盟 𝟙,http://192.168.1.2:35455/douyu/288016
[斗鱼]英雄联盟 𝟚,http://192.168.1.2:35455/douyu/424559
[B站]英雄联盟手游,http://192.168.1.2:35455/bilibili/23138275
[B站]王者荣耀 𝟙,http://192.168.1.2:35455/bilibili/55
[B站]王者荣耀 𝟚,http://192.168.1.2:35455/bilibili/21654762
[虎牙]王者荣耀 𝟙,http://192.168.1.2:35455/huya/660002
[虎牙]王者荣耀 𝟚,http://192.168.1.2:35455/huya/660164
[斗鱼]王者荣耀 𝟙,http://192.168.1.2:35455/douyu/1863767
[斗鱼]王者荣耀 𝟚,http://192.168.1.2:35455/douyu/1984839
[B站]绝地求生,http://192.168.1.2:35455/bilibili/98
[虎牙]绝地求生 𝟙,http://192.168.1.2:35455/huya/660004
[虎牙]绝地求生 𝟚,http://192.168.1.2:35455/huya/660005
[斗鱼]绝地求生,http://192.168.1.2:35455/douyu/100
[斗鱼]绝地地图,http://192.168.1.2:35455/douyu/5818871
[虎牙]和平精英,http://192.168.1.2:35455/huya/660006
[斗鱼]和平精英,http://192.168.1.2:35455/douyu/999
[虎牙]金铲铲之战,http://192.168.1.2:35455/huya/660579
[斗鱼]金铲铲之战,http://192.168.1.2:35455/douyu/9715241
[虎牙]DOTA2,http://192.168.1.2:35455/huya/660118
[斗鱼]DOTA2,http://192.168.1.2:35455/douyu/3811559
[斗鱼]云顶之弈,http://192.168.1.2:35455/douyu/522423
[虎牙]永劫无间,http://192.168.1.2:35455/huya/660115
[斗鱼]永劫无间,http://192.168.1.2:35455/huya/9662891
[B站]使命召唤手游,http://192.168.1.2:35455/bilibili/22741849
[虎牙]使命召唤手游,http://192.168.1.2:35455/huya/11718629
[斗鱼]使命召唤手游,http://192.168.1.2:35455/douyu/9223245
[虎牙]穿越火线,http://192.168.1.2:35455/huya/660101
[斗鱼]穿越火线 𝟙,http://192.168.1.2:35455/douyu/605964
[斗鱼]穿越火线 𝟚,http://192.168.1.2:35455/douyu/5388537
[虎牙]穿越火线手游,http://192.168.1.2:35455/huya/660102
[B站]第五人格,http://192.168.1.2:35455/bilibili/5555
[虎牙]第五人格,http://192.168.1.2:35455/huya/idvesports
[斗鱼]第五人格,http://192.168.1.2:35455/douyu/3226194
[虎牙]逆战,http://192.168.1.2:35455/huya/nsl2021
[B站]无畏契约,http://192.168.1.2:35455/bilibili/22908869
[虎牙]无畏契约,http://192.168.1.2:35455/huya/660679
[斗鱼]无畏契约,http://192.168.1.2:35455/douyu/4585645
[斗鱼]原神,http://192.168.1.2:35455/douyu/10853239
[B站]QQ飞车手游,http://192.168.1.2:35455/bilibili/21743919
[斗鱼]QQ飞车手游,http://192.168.1.2:35455/douyu/5040227
[斗鱼]梦幻西游·手游,http://192.168.1.2:35455/huya/9163712
[斗鱼]街霸,http://192.168.1.2:35455/huya/11437
[B站]JJ斗地主,http://192.168.1.2:35455/bilibili/22021983
[斗鱼]JJ斗地主,http://192.168.1.2:35455/douyu/488743
[斗鱼]我的世界,http://192.168.1.2:35455/douyu/738878
[斗鱼]FIFA,http://192.168.1.2:35455/douyu/7692166
[斗鱼]火影忍者,http://192.168.1.2:35455/douyu/1997723
[斗鱼]跑跑卡丁车,http://192.168.1.2:35455/douyu/7722576
[斗鱼]跑跑卡丁车手游,http://192.168.1.2:35455/douyu/6672862
B站|蜡笔小新|小芯动漫,http://192.168.1.2:35455/bilibili/30150311
B站|恶搞之家,http://192.168.1.2:35455/bilibili/26752884
B站|武林外传|西瓜放映厅,http://192.168.1.2:35455/bilibili/27554961
B站|臣臣,http://192.168.1.2:35455/bilibili/30041682
B站|经典港剧大全,http://192.168.1.2:35455/bilibili/23776217
B站|央视新闻直播,http://192.168.1.2:35455/bilibili/8178490
B站|新华社,http://192.168.1.2:35455/bilibili/22102223
B站|看纳豆的魔鬼天使,http://192.168.1.2:35455/bilibili/uid:65989750
邵氏电影·1,http://192.168.1.2:35455/douyu/4246519
变形金刚,http://192.168.1.2:35455/douyu/4105989
科幻,http://192.168.1.2:35455/douyu/2793084
隋唐演义,http://192.168.1.2:35455/douyu/7552568
陈佩斯喜剧,http://192.168.1.2:35455/douyu/9286868
Runningman,http://192.168.1.2:35455/douyu/131977
当燕双鹰遇见李元芳,http://192.168.1.2:35455/douyu/3439096
成龙历险记,http://192.168.1.2:35455/douyu/2287949
都市夜魔人,http://192.168.1.2:35455/douyu/610972
小片片说大片,http://192.168.1.2:35455/douyu/4258555
刘老师说电影,http://192.168.1.2:35455/douyu/8317926
牛叔说电影,http://192.168.1.2:35455/douyu/2758565
史君说剧,http://192.168.1.2:35455/douyu/9419771
大漠叔叔,http://192.168.1.2:35455/douyu/1109218
小约翰可汗,http://192.168.1.2:35455/douyu/9738854
科幻Fans布玛,http://192.168.1.2:35455/douyu/3508304
贾玲经典小品,http://192.168.1.2:35455/douyu/10419541
赵本山小品,http://192.168.1.2:35455/douyu/9817716
宋小宝小品,http://192.168.1.2:35455/douyu/9817729
万合天宜,http://192.168.1.2:35455/douyu/9220456
开心锤锤动漫,http://192.168.1.2:35455/douyu/9018297
周星驰,http://192.168.1.2:35455/douyu/122402
香港鬼片,http://192.168.1.2:35455/douyu/8009547
蕃薯粥粥煮好了,http://192.168.1.2:35455/douyu/11878141
动漫轮播,http://192.168.1.2:35455/douyu/426517
家有儿女|一样二职,http://192.168.1.2:35455/douyu/11827530
懒猫,http://192.168.1.2:35455/douyu/260322
疯狂小潴潴,http://192.168.1.2:35455/douyu/5522351
卖女孩滴小姑凉,http://192.168.1.2:35455/douyu/922564
cym009,http://192.168.1.2:35455/douyu/8231658
电影迷小雅,http://192.168.1.2:35455/douyu/9639225
武侠剧,http://192.168.1.2:35455/douyu/7655471
爱笑会议室,http://192.168.1.2:35455/douyu/9375430
爆笑虫子,http://192.168.1.2:35455/douyu/9942574
狄仁杰 1-4 部,http://192.168.1.2:35455/douyu/6027991
相声,http://192.168.1.2:35455/douyu/9273031
宋江,http://192.168.1.2:35455/douyu/9487003
未解之谜,http://192.168.1.2:35455/douyu/9369468
精讲老剧,http://192.168.1.2:35455/douyu/3715426
【动漫】超燃 怀旧 经典-苹果Zei甜,http://192.168.1.2:35455/douyu/1174353
庆余年,http://192.168.1.2:35455/douyu/7812810
发条电影最TOP,http://192.168.1.2:35455/douyu/2164691
我叫孙火旺,http://192.168.1.2:35455/douyu/9770949
挖沟连彭沟长,http://192.168.1.2:35455/douyu/8413092
牛叔说电影二台,http://192.168.1.2:35455/douyu/10010651
蔡老板家的长工,http://192.168.1.2:35455/douyu/8869614
一目十影,http://192.168.1.2:35455/douyu/3643605
人气港剧,http://192.168.1.2:35455/douyu/5261342
求求扣扣困困,http://192.168.1.2:35455/douyu/8795274
橙记,http://192.168.1.2:35455/douyu/4549169
单纯的顺才少爷,http://192.168.1.2:35455/douyu/10084875
斗鱼20415,http://192.168.1.2:35455/douyu/20415
【奇光】林正英，僵尸，鬼片 24H,http://192.168.1.2:35455/douyu/11849873
《游钓中国》第十季同步更新中,http://192.168.1.2:35455/douyu/791411
炊事班的故事,http://192.168.1.2:35455/douyu/319576
小毅主播,http://192.168.1.2:35455/douyu/6906628
伊太刀刀,http://192.168.1.2:35455/douyu/747764
疯狂尛瀦瀦,http://192.168.1.2:35455/douyu/4290711
冰冰小剧场,http://192.168.1.2:35455/douyu/74374
狄胖胖与李乖乖,http://192.168.1.2:35455/douyu/12183882
蓝翔新三国,http://192.168.1.2:35455/douyu/5908256
好剧看不停,http://192.168.1.2:35455/douyu/9388938
弟邊爐,http://192.168.1.2:35455/douyu/8912325
粤语电影丶,http://192.168.1.2:35455/douyu/1226741
自然纪录片,http://192.168.1.2:35455/douyu/4837387
世界人文,http://192.168.1.2:35455/douyu/10617369
yy|亮剑,http://192.168.1.2:35455/yy/1453810838
yy|小甜甜-悬疑电视剧,http://192.168.1.2:35455/yy/504368
音乐石榴[音乐],http://192.168.1.2:35455/huya/17091681
治愈放松[音乐],http://192.168.1.2:35455/huya/21241811
阅读学习[音乐],http://192.168.1.2:35455/huya/21241813
香港喜剧大全,http://192.168.1.2:35455/huya/23865080
周星星,http://192.168.1.2:35455/huya/11342412
不发威当我Kitty,http://192.168.1.2:35455/huya/11342403
嶺外奇服兮,http://192.168.1.2:35455/huya/26355850
依依妹妹在等你,http://192.168.1.2:35455/huya/138531
偷心大盗ヽ龍宝,http://192.168.1.2:35455/huya/11342386
7喜先生,http://192.168.1.2:35455/huya/11342421
赢城-江爽,http://192.168.1.2:35455/huya/23796393
之而成冠毛,http://192.168.1.2:35455/huya/26355802
婧丶,http://192.168.1.2:35455/huya/26298751
梦梦影视,http://192.168.1.2:35455/huya/25129377
我爱黑科技,http://192.168.1.2:35455/huya/11602068
可爱的小强,http://192.168.1.2:35455/huya/11342435
尽是与君别,http://192.168.1.2:35455/huya/26355824
iTVB大后宫,http://192.168.1.2:35455/huya/23863804
埋堆搞搞震,http://192.168.1.2:35455/huya/23734169
核桃姐姐,http://192.168.1.2:35455/huya/11342390
千里,http://192.168.1.2:35455/huya/20985776
小怪兽、,http://192.168.1.2:35455/huya/11602044
漓江塔景区售票阿姨,http://192.168.1.2:35455/huya/11602082
阿呀呀阿sir,http://192.168.1.2:35455/huya/23865171
冷门港片大全,http://192.168.1.2:35455/huya/23903196
小军迷,http://192.168.1.2:35455/huya/11352909
鯎爺,http://192.168.1.2:35455/huya/11352944
海绵宝宝,http://192.168.1.2:35455/huya/11352919
杰克,http://192.168.1.2:35455/huya/11602046
农民,http://192.168.1.2:35455/huya/29580971
西游记,http://192.168.1.2:35455/huya/26355861
神探·,http://192.168.1.2:35455/huya/11352958
贺岁,http://192.168.1.2:35455/huya/11601986
超,http://192.168.1.2:35455/huya/26355829
丹,http://192.168.1.2:35455/huya/11352935
成立,http://192.168.1.2:35455/huya/11601981
宝莲灯,http://192.168.1.2:35455/huya/21059563
熊猫,http://192.168.1.2:35455/huya/11601958
梁家辉,http://192.168.1.2:35455/huya/11342429
王宝强,http://192.168.1.2:35455/huya/11352877
野原的一家,http://192.168.1.2:35455/huya/11352970
唯爱,http://192.168.1.2:35455/huya/21059567
神探,http://192.168.1.2:35455/huya/11342425
探索,http://192.168.1.2:35455/huya/26355781
刘德华,http://192.168.1.2:35455/huya/11342424
陈翔六点半,http://192.168.1.2:35455/huya/11274154
周星驰吧,http://192.168.1.2:35455/huya/21136378
电影_沈腾,http://192.168.1.2:35455/huya/11601968
电影_黄渤,http://192.168.1.2:35455/huya/11352876
电影_强森,http://192.168.1.2:35455/huya/21059581
电影_漫威,http://192.168.1.2:35455/huya/11602034
电影_宇宙,http://192.168.1.2:35455/huya/11342428
电影_怪兽,http://192.168.1.2:35455/huya/21059577
电影_警匪,http://192.168.1.2:35455/huya/11352886
电影_罪犯,http://192.168.1.2:35455/huya/11352962
电影_赛车,http://192.168.1.2:35455/huya/11279247
电影_推荐,http://192.168.1.2:35455/huya/11602041
三国演义,http://192.168.1.2:35455/huya/11602081
乡村爱情,http://192.168.1.2:35455/huya/30080255
父母爱情,http://192.168.1.2:35455/huya/11602071
痞子帅叔叔,http://192.168.1.2:35455/huya/11342433
扁豆看电影,http://192.168.1.2:35455/huya/16028551
止戈电影,http://192.168.1.2:35455/huya/19863777
熊出没,http://192.168.1.2:35455/huya/30202313
木子先生，铁齿铜牙纪晓岚,http://192.168.1.2:35455/huya/11342396
挨打,http://192.168.1.2:35455/huya/30080238
年年营,http://192.168.1.2:35455/huya/29580970
情满四合院,http://192.168.1.2:35455/huya/11342426
杨光,http://192.168.1.2:35455/huya/11602085
庆余年,http://192.168.1.2:35455/huya/29982639
家有儿女|种瓜得弟弟,http://192.168.1.2:35455/huya/11352872
虹猫蓝兔系列|虹猫蓝兔官方,http://192.168.1.2:35455/huya/22592516
爱情公寓|武林萌主唐小姐,http://192.168.1.2:35455/huya/11336726
埋堆堆官方,http://192.168.1.2:35455/huya/23740156
漫长的季节,http://192.168.1.2:35455/huya/11342393
笑看风云,http://192.168.1.2:35455/huya/23865058
光头阿强,http://192.168.1.2:35455/huya/28962587
民兵葛二蛋,http://192.168.1.2:35455/huya/11602072
科幻梦工场,http://192.168.1.2:35455/huya/15152155
阿斗归来了,http://192.168.1.2:35455/huya/13303478
鉴证实录,http://192.168.1.2:35455/huya/23903183
泛爱心说剧,http://192.168.1.2:35455/huya/14734068
鬼吹灯之精绝古城,http://192.168.1.2:35455/huya/11352871
鬼吹灯之云南虫谷,http://192.168.1.2:35455/huya/11352898
鬼吹灯之昆仑神宫,http://192.168.1.2:35455/huya/11601957
七龙珠改-超级赛亚人孙悟空,http://192.168.1.2:35455/huya/11601966
古墓系列-去冒险吧!,http://192.168.1.2:35455/huya/11352913
向阳花-神奇宝贝,http://192.168.1.2:35455/huya/11602069
樱桃小丸子,http://192.168.1.2:35455/huya/11342394
燕双鹰,http://192.168.1.2:35455/huya/30219264
乌龙闯情关,http://192.168.1.2:35455/huya/26355767
领带哥,http://192.168.1.2:35455/huya/11342430
和珅,http://192.168.1.2:35455/huya/28272846
成龙历险记|老司机,http://192.168.1.2:35455/huya/11352946
征服,http://192.168.1.2:35455/huya/30311494
亮哥讲电影,http://192.168.1.2:35455/huya/16144175
电影最top,http://192.168.1.2:35455/huya/11774959
阿良说美剧,http://192.168.1.2:35455/huya/20488841
热血,http://192.168.1.2:35455/huya/11352934
猫和老鼠,http://192.168.1.2:35455/huya/11352879
鱼塘塘主张年年,http://192.168.1.2:35455/huya/11342384
有翡,http://192.168.1.2:35455/huya/29982668
与凤行,http://192.168.1.2:35455/huya/26355866
陆贞传奇,http://192.168.1.2:35455/huya/29982670
搞笑一家人,http://192.168.1.2:35455/huya/11342402
我是詹密,http://192.168.1.2:35455/huya/11342439
新橙记,http://192.168.1.2:35455/huya/30590779
马大帅,http://192.168.1.2:35455/huya/23650804
虎牙21059588,http://192.168.1.2:35455/huya/21059588
家有儿女,http://192.168.1.2:35455/huya/30523326
国语版柯南，点到哪集看哪集,http://192.168.1.2:35455/huya/30080148
跑男1到4,http://192.168.1.2:35455/huya/29465875
延禧攻略,http://192.168.1.2:35455/huya/26355864
周星星,http://192.168.1.2:35455/huya/%2011342412
瞬间爆炸,http://192.168.1.2:35455/huya/11352960
小莉直播,http://192.168.1.2:35455/huya/30993430
沐希兔子,http://192.168.1.2:35455/huya/29835225
