catvod,#genre#
WWE,http://23.128.116.71:5589/live.php?id=Wwe&h=23.128.116.71&p=22364&token=1768708956.bfe57e3c5ad09dda8d11808aa7675550866ac1f20b5aa4500ee9fb0412ade540
博斯高球2 HD,http://23.128.116.71:5589/live.php?id=bosigolf2_twn&h=23.128.116.71&p=22364&token=1768708956.2a4610c97e08cc8a3a6385129486a009ec42837d7c9c34293ee81459bf9e1a02
博斯网球 HD,http://23.128.116.71:5589/live.php?id=bositennis_twn&h=23.128.116.71&p=22364&token=1768708956.6d06e8b03ffca6abeddd007cc870713741a6a9a738fde999a822fea8c5136642
Fight Sports,http://23.128.116.71:5589/live.php?id=Fs&h=23.128.116.71&p=22364&token=1768708956.a4423bd1e30ed91b459d8fcf427f93f5b19df1c88c7a38cd8185e7fdf856c306
NBA TV,http://23.128.116.71:5589/live.php?id=Nba&h=23.128.116.71&p=22364&token=1768708956.22f665c42b8f0b7b03fd35e01f40fa29ebb2282ac97e9b3023d6a32f0d8752a1
Arena,http://23.128.116.71:5589/live.php?id=Arena&h=23.128.116.71&p=22364&token=1768708956.58567a829df5a19c554ea0145bf7e21b3ebed1d8187e360878514c254f2a5deb
Arena 2,http://23.128.116.71:5589/live.php?id=Arena2&h=23.128.116.71&p=22364&token=1768708956.bd3e1dc9f2c3f7dd0b740e9091cc9b5cce0b15bb6c7d6d6af87d36eb521ea912
Arena Bola 1,http://23.128.116.71:5589/live.php?id=Bolaarena1&h=23.128.116.71&p=22364&token=1768708956.952eaa1847e744be479306e40fad0ed75a378386115f5478632da39ffbdf4ceb
Arena Bola 2,http://23.128.116.71:5589/live.php?id=Bolaarena2&h=23.128.116.71&p=22364&token=1768708956.9379cbf9f7052ff81e574279ee92f7122831f22503323c793c1b2ddf1bf4c77b
Astro Golf,http://23.128.116.71:5589/live.php?id=Agolf&h=23.128.116.71&p=22364&token=1768708956.105a2d824e092bcb42dc77b5876e4f79a67419e8f325dec4ede5b7b1e83eb170
RTM Sports HD,http://23.128.116.71:5589/live.php?id=Rtmsport&h=23.128.116.71&p=22364&token=1768708956.b09707ce93da966839e01e87ca11139e71dbd255d3c1f9905f1b2ed18cf180a5
Astro Football,http://23.128.116.71:5589/live.php?id=go_assp4&h=23.128.116.71&p=22364&token=1768708956.42dfe7401f275db5ddec26dedfc2ed437197fd3d8146f3aad30c9a2bac3e638f
Astro Football (Back Up 1),http://23.128.116.71:5589/live.php?id=Assp4&h=23.128.116.71&p=22364&token=1768708956.e7e529372c245593a78aa4c7daa905f21bee8b0f632ea55158595a4787ef22f6
Astro Badminton,http://23.128.116.71:5589/live.php?id=go_badminton1&h=23.128.116.71&p=22364&token=1768708956.bf9fd7e4ca4059c1eb12cf652df3bed90f3693ceabae2cfb05984eb953ce9d29
Astro Badminton 2,http://23.128.116.71:5589/live.php?id=go_badminton2&h=23.128.116.71&p=22364&token=1768708956.fc96b890aef35bed0804c3c7f79d784fc87a9029b5f149382d5b30833f3a41d7
SPOTV 1 HD,http://23.128.116.71:5589/live.php?id=go_spotv&h=23.128.116.71&p=22364&token=1768708956.30a0d91f17a9911ec11415fc50dfd1e78b09e73bcf5e71c4651100578ab1ebd1
SPO TV 2,http://23.128.116.71:5589/live.php?id=go_spotv2&h=23.128.116.71&p=22364&token=1768708956.18c9e0bc483bb7b72c56939cf99eef5a866c78f8fb049549adf54b30535442c9
CCTV-5 體育,http://23.128.116.71:5589/live.php?id=cctv5&h=23.128.116.71&p=22364&token=1768708956.fb114003d0de4465e4902a02ee2d0ed60c555f8bc36ec96ef9d2f9cfa81ad85b
CCTV-5+ 體育,http://23.128.116.71:5589/live.php?id=cctv5plus&h=23.128.116.71&p=22364&token=1768708956.331927fadbbd0c07326b094936e7e1f4ecc3554793fa5802a65732411e2fd560
Supersports 2,http://23.128.116.71:5589/live.php?id=Assp2&h=23.128.116.71&p=22364&token=1768708956.55535d5615f2f23c74322c7d3edd321fce7cec7397798fa13ca1b084c047416d
Astro Grandstand,http://23.128.116.71:5589/live.php?id=go_assp3&h=23.128.116.71&p=22364&token=1768708956.d4eafb8d1635a4e7a9cb132ed2479109a06b7e9a28f9fad1b026995be6a53d22
Astro Cricket,http://23.128.116.71:5589/live.php?id=Acricket&h=23.128.116.71&p=22364&token=1768708956.8fe2ccafbe37769e749913905ca0efba358dfb62051600956dd433298650f4b3
Tnt Sports 1,http://23.128.116.71:5589/live.php?id=tntsport1&h=23.128.116.71&p=22364&token=1768708956.2fd7fa5e0d7af531dd146683cfbb70b112c2c838f10be8e6e49775671077b769
Astro Grandstand (Back Up 1),http://23.128.116.71:5589/live.php?id=Assp3&h=23.128.116.71&p=22364&token=1768708956.983a43c3bf59ea276947cda1a015706bac426849f6d0a0d546bb1f50d7c92aab
TNT Sports 2,http://23.128.116.71:5589/live.php?id=tntsport2&h=23.128.116.71&p=22364&token=1768708956.73e747b872a857ff9d1a23aee12c4f66356815c26c4c4c020c636b88538c0a4d
TNT Sports 3,http://23.128.116.71:5589/live.php?id=tntsport3&h=23.128.116.71&p=22364&token=1768708956.fb4ed8b506e8f33b583f8d15b464a1147c64c0e5e37529d55723c5be6dd394fc
TNT Sports 4,http://23.128.116.71:5589/live.php?id=tntsport4&h=23.128.116.71&p=22364&token=1768708956.dd48e0c9f28cbf5e5eedb36573c6f9a4910c762cea7328340dfb96844d59f088
Astro Sports Plus,http://23.128.116.71:5589/live.php?id=go_sportsplus&h=23.128.116.71&p=22364&token=1768708956.4b46f1dbb73fb746a0157c38d3fe38b92dc005f82883cf9aadfb9a5c36644def
Elta体育1台,http://23.128.116.71:5589/live.php?id=eltasport1_twn&h=23.128.116.71&p=22364&token=1768708956.ff8f7897d0564b4c0bab4930e595cea72cab526a204956d71d00340ee0518f4d
Elta體育2台,http://23.128.116.71:5589/live.php?id=eltasport2_twn&h=23.128.116.71&p=22364&token=1768708956.e757cb97cd55a5ad61e6776629d83507f55a3e712f3a2bafe63920361c06f65f
Elta體育3台,http://23.128.116.71:5589/live.php?id=eltasport3_twn&h=23.128.116.71&p=22364&token=1768708956.08bdcab80777b7970decd2e2031063a26594801d5c9241137ff02b7ec06938b8
Rugby Pass TV,http://23.128.116.71:5589/live.php?id=Rugbypasstv&h=23.128.116.71&p=22364&token=1768708956.159cb9bb9e8d6b69fa9b12770961c63d1763e7015e8cbb85178263daa9b24ef1
Astro Beinsports 1,http://23.128.116.71:5589/live.php?id=Astrobein1&h=23.128.116.71&p=22364&token=1768708956.9bc591e963b112c6fc7f58a31128e2c4e9fdddc863dd036bcf7490a2cf9025b2
Astro Beinsports 2,http://23.128.116.71:5589/live.php?id=Astrobein2&h=23.128.116.71&p=22364&token=1768708956.3be4749c0004ab6c9915b453a5b738bb7b3aa83f7c2cbb4d9fc59624af2a239f
Astro Beinsports 3,http://23.128.116.71:5589/live.php?id=Astrobein3&h=23.128.116.71&p=22364&token=1768708956.c08e955452825983f48c50318d64043aa1e5b4b70225dd74feb4352a40caf61e
Skysports Cricket,http://23.128.116.71:5589/live.php?id=tiankongcricket&h=23.128.116.71&p=22364&token=1768708956.9c433474ae15900aad3de5ac1de167274c58e43dd766a98df25380a2e00cca03
Skysports EPL,http://23.128.116.71:5589/live.php?id=tiankongepl&h=23.128.116.71&p=22364&token=1768708956.b0713c504a090691bcbb4d34016c7d0f33ffcf165a7ad33314a5cfd47a62598b
Skysports F1,http://23.128.116.71:5589/live.php?id=tiankongf1&h=23.128.116.71&p=22364&token=1768708956.0d9f52b7adc873326a4e105a910ee792bc6896895c617619c67f9a82bdb6d048
Skysports Golf,http://23.128.116.71:5589/live.php?id=tiankonggolf&h=23.128.116.71&p=22364&token=1768708956.b145e3340d755e90d31d9ddc57c310f0b77ba178047d14511802d5b92e03f8ea
Skysports Main Event,http://23.128.116.71:5589/live.php?id=tiankongmain&h=23.128.116.71&p=22364&token=1768708956.1e5499476ed7b168ba840b603f6338a6a832897a90ab9c7040fd562bcfc45d09
Skysports Mix,http://23.128.116.71:5589/live.php?id=tiankongmix&h=23.128.116.71&p=22364&token=1768708956.279d3431c8dd38fb0947b2b23a354abf942ed7f589672a17e812079d24327445
Skysports Racing,http://23.128.116.71:5589/live.php?id=tiankongracing&h=23.128.116.71&p=22364&token=1768708956.bcb518d781d2bddf898edd6c0be3929aeb265ace1611883803b338725914a64d
DAZN 1,http://23.128.116.71:5589/live.php?id=dazn1_twn&h=23.128.116.71&p=22364&token=1768708956.064dab5f0555f28cfa35ffd0d1bdd1b63c3f66f68f0d3e1121267fbff94ba392
DAZN 2,http://23.128.116.71:5589/live.php?id=dazn2_twn&h=23.128.116.71&p=22364&token=1768708956.1e49ad92f814a855612e13662ccdf181b76dde457441ac0f1f9f661b5fbc70b6
Eurosport,http://23.128.116.71:5589/live.php?id=Eurosport&h=23.128.116.71&p=22364&token=1768708956.5769d87884b13962a09b74484108a57ab51cb8e0663516a8ea137ab63c7c0fba
TVBS 歡樂台,http://23.128.116.71:5589/live.php?id=tvbshuanle_twn&h=23.128.116.71&p=22364&token=1768708956.b0378265232b08a0fb60c50f17e3e010159faca592a02a5a9928d0bb2777cc67
TVBS HD,http://23.128.116.71:5589/live.php?id=tvbs&h=23.128.116.71&p=22364&token=1768708956.d256657f19461e10d328979ea75e2531e5bf4018c623a46ed2ecbca393c6acfa
中天娱乐 CTI Entertaiment,http://23.128.116.71:5589/live.php?id=ctient&h=23.128.116.71&p=22364&token=1768708956.6bc1336b398338b9e72839a34402dfde02a3d71f7bbc203104654d88661de07a
中天综合 CTI Metro,http://23.128.116.71:5589/live.php?id=ctizhonghe&h=23.128.116.71&p=22364&token=1768708956.b043f6c66f09257fa438e7d9f53378e8d174037b8327b4d3a13d327dc77f78d8
中天亚洲台,http://23.128.116.71:5589/live.php?id=ctiasia_twn&h=23.128.116.71&p=22364&token=1768708956.e58373304f14cf4d07c683999be7e4ba9034f1d52ab2a19cd09b1432f0b7469c
台视 TTV HD,http://23.128.116.71:5589/live.php?id=ttv_taiwan&h=23.128.116.71&p=22364&token=1768708956.219e5b8509788c180091c5b3d8804b2de5877348bba8edbce28daa51f806e1cc
台视综合台,http://23.128.116.71:5589/live.php?id=ttvzhonghe&h=23.128.116.71&p=22364&token=1768708956.93098b972d3d50040bfcdbcf6d757b4165180a543c91e47e0c0bac62206993a6
中视 HD,http://23.128.116.71:5589/live.php?id=zhongshihd_twn&h=23.128.116.71&p=22364&token=1768708956.a09e6a9a17d414247cbfc92710d349386bfc260aef7fd5fb974fd13359bfde5f
民视 HD,http://23.128.116.71:5589/live.php?id=ftvhd_taiwan&h=23.128.116.71&p=22364&token=1768708956.360dc574547c15935d82c3b65a694561879933f0e8b53d2a7007c4981b3c1176
民视台湾台,http://23.128.116.71:5589/live.php?id=ftvtaiwan_twn&h=23.128.116.71&p=22364&token=1768708956.6e74cc73bd0577c1bcfe909f6f12249db2a184d0448db12e0d139baa1044e40f
华视 CTS HD,http://23.128.116.71:5589/live.php?id=ctshd_twn&h=23.128.116.71&p=22364&token=1768708956.a686a904d00da6cf6c18ad46f1709b46086c024d10c1a6fd9a96bb3619222d94
公视 CTV,http://23.128.116.71:5589/live.php?id=ctv18_twn&h=23.128.116.71&p=22364&token=1768708956.c9b2f510f5f450f486cc6c79f974d1c8958e299ce0e30948f65387cd01e4ba9f
八大第一 GTV First,http://23.128.116.71:5589/live.php?id=badafirst&h=23.128.116.71&p=22364&token=1768708956.4ac1b86d1669a31763546aa9e51a6f91a091a9cd5ee2e909f1856de8d6684eec
八大综合 GTV Metro,http://23.128.116.71:5589/live.php?id=badazhonghe&h=23.128.116.71&p=22364&token=1768708956.db985fd7ef57b0751fb9ffa12d296d31d41e397f6b640ecd4e487ccd3c661ca6
八大戏剧 GTV Drama,http://23.128.116.71:5589/live.php?id=badadrama&h=23.128.116.71&p=22364&token=1768708956.8e7c13abecd4788d563871600c39fb31f27eb8445ad6a77a2809338ae55a5fb6
八大娱乐 GTV Entertainment,http://23.128.116.71:5589/live.php?id=badaentertain&h=23.128.116.71&p=22364&token=1768708956.4f6bbdf40fc9d449b35d198680acf670aeb206f1b0a80a5e07427f6d7c172cb2
HBO_HD,http://23.128.116.71:5589/live.php?id=hbohd_twn&h=23.128.116.71&p=22364&token=1768708956.39c1ec32757ef374468f8c156aa20a5a4993a7dfa7650362f146661137b3f374
HBO_HITS,http://23.128.116.71:5589/live.php?id=hbohits_twn&h=23.128.116.71&p=22364&token=1768708956.aec63e4cc70f309649f9e323fc72b85c719d63669d3ef6f0e770b1637c5d43ef
HBO Signature Taiwan,http://23.128.116.71:5589/live.php?id=hbosignature_twn&h=23.128.116.71&p=22364&token=1768708956.b4a01791cddfd821695820c3bdcdd96368d295f3b356db4ca24805e758342fcb
Hollywood Movies,http://23.128.116.71:5589/live.php?id=hollywoodmovies_twn&h=23.128.116.71&p=22364&token=1768708956.2412760f340e833c235c145a8821a0ec5b165a1ce670266d71ff07f4b393a376
三立台湾 Sanli Taiwan,http://23.128.116.71:5589/live.php?id=sanlitaiwan&h=23.128.116.71&p=22364&token=1768708956.f52297d152ecb23fea35635289b334eb983b68f67a9f8594a70d2fe9396bf0df
三立戏剧台,http://23.128.116.71:5589/live.php?id=sanlixiju_twn&h=23.128.116.71&p=22364&token=1768708956.6e7eb82c899f2940edf3085b67d2b04e32b26e62f04187b90a12885cf086054a
三立综合 Sanli Metro,http://23.128.116.71:5589/live.php?id=sanlizhonghe&h=23.128.116.71&p=22364&token=1768708956.78ed8b3eac5817ab68e08e3d5acd707a39c3b06517af5285d9d82b05daa6a7d8
三立都会台,http://23.128.116.71:5589/live.php?id=sanlidouhui_twn&h=23.128.116.71&p=22364&token=1768708956.8041810ac89dc2e449d5c8d339bb5e9d3b429bf26982937b11e26f66843e7086
东森综合 ETTV Metro,http://23.128.116.71:5589/live.php?id=ettvzhonghe&h=23.128.116.71&p=22364&token=1768708956.8f0639d108aa330cd36569bdb26ff10e6ba22d1f3a0c2328926cbd48a7ae8bef
东森戏剧 ETTV Drama,http://23.128.116.71:5589/live.php?id=ettvdrama&h=23.128.116.71&p=22364&token=1768708956.66fd89a77383f4ba7206a23b1b5945b996b867858f853556bd943fc2ab6bbf98
公视2,http://23.128.116.71:5589/live.php?id=ctv2_twn&h=23.128.116.71&p=22364&token=1768708956.46b3356e3136a5d482788a2b04f734914371989f785f67653daf1f5b12f2a7ee
大爱1台,http://23.128.116.71:5589/live.php?id=daai_twn&h=23.128.116.71&p=22364&token=1768708956.40ad757482c021a884efa3c2779508c6d77df4b26e44d19263a1739fa739c375
龙华戏剧 Lunghua Drama,http://23.128.116.71:5589/live.php?id=lunghuaxiju_twn&h=23.128.116.71&p=22364&token=1768708956.81ade09dc75db4d9662573a407d72b84e8a4d510e294e5a5b5d0363d0723cb0b
龙华经典台,http://23.128.116.71:5589/live.php?id=lunghuajingdian_twn&h=23.128.116.71&p=22364&token=1768708956.29e67d5a7876195d6a54c034b51267bb732fce8cf431195b1f073d59c61e6602
龙华偶像,http://23.128.116.71:5589/live.php?id=lunghuaidol_twn&h=23.128.116.71&p=22364&token=1768708956.777a452d63ed4a2562d3efe86e9e287291fae61a0671278a07c4c1bd96a81a73
AXN Taiwan,http://23.128.116.71:5589/live.php?id=axn_twn&h=23.128.116.71&p=22364&token=1768708956.824d65a7aae8d93072603e7bb3faa1ad477a8b562a68de1fed29beebb8e41f22
靖天国际台,http://23.128.116.71:5589/live.php?id=jingtianintl_twn&h=23.128.116.71&p=22364&token=1768708956.fc3c185c72853ebea2ff07252eafb66f702c1dd6bc878dcab981a950d9452d11
CINEMAX,http://23.128.116.71:5589/live.php?id=cinemax_twn&h=23.128.116.71&p=22364&token=1768708956.1ce4607aa6986f24edbc6d6efb0df8cfc0b489a320f82f2676805fe2d29aeb91
年代新闻,http://23.128.116.71:5589/live.php?id=niandainews_twn&h=23.128.116.71&p=22364&token=1768708956.4eae159832727bcf98569f4812f3c4befda01a108e8eee17c907dc1f71f1ec34
纬来日本台,http://23.128.116.71:5589/live.php?id=videolandjapan&h=23.128.116.71&p=22364&token=1768708956.2383ed61a238acf2371418c111d28f3b36a4c52ac681016ce784133a3b35590f
纬来电影台,http://23.128.116.71:5589/live.php?id=videolandmovie&h=23.128.116.71&p=22364&token=1768708956.b1cc260bbe1cfc1b57905b97d17938cf91738a3f9343a16e264c887157d27f1c
纬来体育台,http://23.128.116.71:5589/live.php?id=videolandsport&h=23.128.116.71&p=22364&token=1768708956.22853b9e3d5ce12fca59cb7fc7b74a665865eb67375e73613733283a274af414
纬来综合台,http://23.128.116.71:5589/live.php?id=videolandzonghe&h=23.128.116.71&p=22364&token=1768708956.5b5ad6a9c9dec5c38d67ac6ac88b02f6d043e54c0251703d22378f802b1e5f4e
纬来育乐,http://23.128.116.71:5589/live.php?id=videolandmax&h=23.128.116.71&p=22364&token=1768708956.4fdb3ed8c304ca4d0acf1f387f0c8d5f210f1d5d604be7985caf22ea982bd37d
纬来精彩,http://23.128.116.71:5589/live.php?id=videolandtv&h=23.128.116.71&p=22364&token=1768708956.f730b07bb1c5b037b684e19dee1872ac8c8ef36ceb4580ada508e043498f6a2d
DW (Deutsch),http://23.128.116.71:5589/live.php?id=dw_twn&h=23.128.116.71&p=22364&token=1768708956.e8ae90431f138c7170321a53ef3704c7518777aeb86de039156d3fcdb5016718
好消息 2,http://23.128.116.71:5589/live.php?id=good2_twn&h=23.128.116.71&p=22364&token=1768708956.a017c0f384bd80b19a2089be8bf905aa5d9c993a45cc98475a3b2b0655d75f79
大爱2台,http://23.128.116.71:5589/live.php?id=daai2_twn&h=23.128.116.71&p=22364&token=1768708956.0be30ae2d82c4384edf6597d9358bedac13bdbf16825cd6c36d75de603fe2702
亚洲美食,http://23.128.116.71:5589/live.php?id=afc_twn&h=23.128.116.71&p=22364&token=1768708956.8c67ead86357cac315d6e372f58b2e3f90a17d04380aeaae48bed421c68ee68d
亚洲旅游 TLC Asia,http://23.128.116.71:5589/live.php?id=tlc_twn&h=23.128.116.71&p=22364&token=1768708956.1d4088a1d4c9fb708df5631071d7cfedbc63d5c28b3d4deff6ef621ebd6fab39
东森电影 ETTV Movie,http://23.128.116.71:5589/live.php?id=ettvmovie&h=23.128.116.71&p=22364&token=1768708956.5681b23e1f5bbd6a82599939d54e214bd2b75f7eab33f7cfbb2a50dfbd2a4ef5
阿里郎 Arirang,http://23.128.116.71:5589/live.php?id=arirang_twn&h=23.128.116.71&p=22364&token=1768708956.70263d1d7b5990d0b8c2c2f6f6e60033d0aaee16c69d2f4cb327d6485986d64a
博斯运动 1,http://23.128.116.71:5589/live.php?id=bosisport1_twn&h=23.128.116.71&p=22364&token=1768708956.9244419811aae9273a2f921aa27685ac36ff4175c82d5a542c4403edb9277dc6
博斯运动 2,http://23.128.116.71:5589/live.php?id=bosisport2_twn&h=23.128.116.71&p=22364&token=1768708956.6d03d5508884ce3b62e0f948e78c1d562024c0c58b129237227f629fc69eb594
博斯高球2 HD,http://23.128.116.71:5589/live.php?id=bosigolf2_twn&h=23.128.116.71&p=22364&token=1768708956.2a4610c97e08cc8a3a6385129486a009ec42837d7c9c34293ee81459bf9e1a02
博斯网球 HD,http://23.128.116.71:5589/live.php?id=bositennis_twn&h=23.128.116.71&p=22364&token=1768708956.6d06e8b03ffca6abeddd007cc870713741a6a9a738fde999a822fea8c5136642
东森洋片 ETTV Western,http://23.128.116.71:5589/live.php?id=ettvwestern&h=23.128.116.71&p=22364&token=1768708956.bb44f98737812c7719a72caeb2413dd1c3c23de14e8e30b71e0c5cf74c5d2978
龙华洋片 Lunghua Western,http://23.128.116.71:5589/live.php?id=lunghuawestern_twn&h=23.128.116.71&p=22364&token=1768708956.d9d56b46087aae572b2b66f42bfa78cce39a51ae3bc2287b30c4b8aad6be2cce
博斯无限,http://23.128.116.71:5589/live.php?id=bosiunlimited_twn&h=23.128.116.71&p=22364&token=1768708956.63b6935bd556b8fb5cea3aa33f2b24c9ac03e89fdaa6eb9a9a094a5c734954b8
MTV Live,http://23.128.116.71:5589/live.php?id=mtvhd_twn&h=23.128.116.71&p=22364&token=1768708956.9cdae04afe0873f1e824e89e3846aca0d92589900a296ff582e7cca8e6728a99
龙详时代,http://23.128.116.71:5589/live.php?id=lungxiangtime_twn&h=23.128.116.71&p=22364&token=1768708956.220b470b839e2753ab3a6e15dd6d084c3ba7792d7d7791e4ec0bd307c7628fff
EYETV 旅游,http://23.128.116.71:5589/live.php?id=eyetvtravel_twn&h=23.128.116.71&p=22364&token=1768708956.38afb15464d536862e95ca395e693e5612f9a3e990895c8229e7889061016621
靖天卡通台,http://23.128.116.71:5589/live.php?id=jingtiancartoon_twn&h=23.128.116.71&p=22364&token=1768708956.77fb4210abe48b19e320b8796e10dfc326600de03992a4f927853f835ee57b2b
EYETV 戏剧,http://23.128.116.71:5589/live.php?id=eyetvxiju_twn&h=23.128.116.71&p=22364&token=1768708956.a9741121450303f9128feda75871157460de1482ee05e15116c498d557d4ff60
卫视中文台 Star Movies Chinese,http://23.128.116.71:5589/live.php?id=weishichinese_twn&h=23.128.116.71&p=22364&token=1768708956.ccc04e8f4aab9ff4903945522a656c794990785be5322ee1c2127299da8b1900
东森幼幼 Yoyo TV,http://23.128.116.71:5589/live.php?id=yoyo_twn&h=23.128.116.71&p=22364&token=1768708956.e965e23a53b9dc186c7cb1f2bdf4d40b9911c4c20c78368558e0412607d045f7
美亚电影,http://23.128.116.71:5589/live.php?id=meiyamovie_twn&h=23.128.116.71&p=22364&token=1768708956.3242320eec3de9eb19c2bc89ecd344f8eb0a1b45cb56be12640633249e9def1f
爱尔达戏剧台,http://23.128.116.71:5589/live.php?id=eltadrama_twn&h=23.128.116.71&p=22364&token=1768708956.85b1472a4cf8e9389c4cbd6eefae6d206bb1aeaae3cfaa0c1d8301ccfa91b385
TVBS News 新聞台,http://23.128.116.71:5589/live.php?id=tvbs_n&h=23.128.116.71&p=22364&token=1768708956.b987f9c8d11224764177ad99638f2f9fda4fa56897d4f8a19d8af608ee8c8af1
Asia Food Network,http://23.128.116.71:5589/live.php?id=Afc&h=23.128.116.71&p=22364&token=1768708956.fbf1de32892df3e6b1a81c6a3b032ef07944131d431a0e62139cd8226a612aa8
東森新聞 ETTV News,http://23.128.116.71:5589/live.php?id=ettvnews&h=23.128.116.71&p=22364&token=1768708956.8a5c88421e0051ca165656f3f72bdd889dbed014eb5f33b77411d53d37b3be20
東森財經新聞 ETTV Business,http://23.128.116.71:5589/live.php?id=ettvcaijing_twn&h=23.128.116.71&p=22364&token=1768708956.5ea6c5b3a6f94d55659e72c17401b0bc1093c934a0f01ac7de6a2e1413f94be5
中天新聞 CTI News,http://23.128.116.71:5589/live.php?id=ctinews&h=23.128.116.71&p=22364&token=1768708956.42ffa4f3af0e85ea9683848e63d77184d6951a11924d067b593763b2b7f8af72
非凡新聞台,http://23.128.116.71:5589/live.php?id=feifannews_twn&h=23.128.116.71&p=22364&token=1768708956.9747fd03490c07aef287ca8b3126bf6f2de4f743ca78d0eb7e6ccadac1477fd6
台視新聞台 TTV News,http://23.128.116.71:5589/live.php?id=ttvnews_twn&h=23.128.116.71&p=22364&token=1768708956.8d3a102548d2d60b17f3a800e321a6cfc97b465077a09ad505a3081c4ad72a4c
Elta体育1台,http://23.128.116.71:5589/live.php?id=eltasport1_twn&h=23.128.116.71&p=22364&token=1768708956.ff8f7897d0564b4c0bab4930e595cea72cab526a204956d71d00340ee0518f4d
Elta體育2台,http://23.128.116.71:5589/live.php?id=eltasport2_twn&h=23.128.116.71&p=22364&token=1768708956.e757cb97cd55a5ad61e6776629d83507f55a3e712f3a2bafe63920361c06f65f
Elta體育3台,http://23.128.116.71:5589/live.php?id=eltasport3_twn&h=23.128.116.71&p=22364&token=1768708956.08bdcab80777b7970decd2e2031063a26594801d5c9241137ff02b7ec06938b8
民視新聞台 FTV News,http://23.128.116.71:5589/live.php?id=ftvnew_taiwan&h=23.128.116.71&p=22364&token=1768708956.ec9b0021b3ad43b065642c6ec087fe8a285c1b28246ac1bd8d24eb9a926d5c00
寰宇新聞台,http://23.128.116.71:5589/live.php?id=huanyuxinwen_twn&h=23.128.116.71&p=22364&token=1768708956.83db2ee8bca1b9fcae36895cacf8b692027136759dabed63577e6d437b6c36c5
中視新聞台,http://23.128.116.71:5589/live.php?id=zhongshinews_twn&h=23.128.116.71&p=22364&token=1768708956.f407b648378e25bed70c261eccb2de988278d56310803c404c5a538db6ca7862
DAZN 1,http://23.128.116.71:5589/live.php?id=dazn1_twn&h=23.128.116.71&p=22364&token=1768708956.064dab5f0555f28cfa35ffd0d1bdd1b63c3f66f68f0d3e1121267fbff94ba392
DAZN 2,http://23.128.116.71:5589/live.php?id=dazn2_twn&h=23.128.116.71&p=22364&token=1768708956.1e49ad92f814a855612e13662ccdf181b76dde457441ac0f1f9f661b5fbc70b6
探索频道,http://23.128.116.71:5589/live.php?id=discoverych_twn&h=23.128.116.71&p=22364&token=1768708956.16908ef17724b96f34d76039ea0b08737fff61c14b7ff2a9ed4119f8e6249d2c
ABC News,http://23.128.116.71:5589/live.php?id=abcnews_glo&h=23.128.116.71&p=22364&token=1768708956.432d266c385c68a18ba1ac04e05cab22edcd470c370699822734a600817c8671
iNews 互動新聞台,http://23.128.116.71:5589/live.php?id=inews_twn&h=23.128.116.71&p=22364&token=1768708956.b63848771ca998a9b1e25dea2b7ff7b72d7c7575d08632aa64c6bc6fa17d8650
CBS HD,http://23.128.116.71:5589/live.php?id=cbshd_glo&h=23.128.116.71&p=22364&token=1768708956.9010b788165a89a6bd6433c992e7867606891c609d2df2cff57ffd02755090b5
CBSN HD,http://23.128.116.71:5589/live.php?id=cbsn_glo&h=23.128.116.71&p=22364&token=1768708956.0a5c0b9108b558161906e31dc0b707f68aa5a4ed305ba18c57571aedcc68d006
CCTV-13 新聞與頻道,http://23.128.116.71:5589/live.php?id=cctv13&h=23.128.116.71&p=22364&token=1768708956.289d6924e35828e5e10ca48f3683ab84d62545f640fa208047f6eed1287e4ddf
CGTN,http://23.128.116.71:5589/live.php?id=CGTN&h=23.128.116.71&p=22364&token=1768708956.68b6b36a6dc10b7380542b51ab8d9a9ab10f678ab7b6eb907eac4f58377be1b7
DW (Deutsch),http://23.128.116.71:5589/live.php?id=dw_twn&h=23.128.116.71&p=22364&token=1768708956.e8ae90431f138c7170321a53ef3704c7518777aeb86de039156d3fcdb5016718
Fox News,http://23.128.116.71:5589/live.php?id=foxnews_twn&h=23.128.116.71&p=22364&token=1768708956.fac5a95565dccbbe0f6906564bb9cba954b572fe5f4ee12bf2e17aee5220d5de
NHK World,http://23.128.116.71:5589/live.php?id=nhkworld_japan&h=23.128.116.71&p=22364&token=1768708956.e8f0a7dc29ccd92122f3a036a5ceb4fc50f94d575d612ced00eeabe6ab202cf2
TVBS News 新聞台,http://23.128.116.71:5589/live.php?id=tvbs_n&h=23.128.116.71&p=22364&token=1768708956.b987f9c8d11224764177ad99638f2f9fda4fa56897d4f8a19d8af608ee8c8af1
Al-Jazeera,http://23.128.116.71:5589/live.php?id=aljazeera_twn&h=23.128.116.71&p=22364&token=1768708956.51a2b705103e4e6e9ea376d0bc4070ef2f87ca27d756cfb46e9add26947c11a4
Bloomberg News,http://23.128.116.71:5589/live.php?id=bloomberg_twn&h=23.128.116.71&p=22364&token=1768708956.a17ca056844375baa25fe7b1fcd8b33e12528327dc54de2562b8b021b0cd91ae
東森新聞 ETTV News,http://23.128.116.71:5589/live.php?id=ettvnews&h=23.128.116.71&p=22364&token=1768708956.8a5c88421e0051ca165656f3f72bdd889dbed014eb5f33b77411d53d37b3be20
東森財經新聞 ETTV Business,http://23.128.116.71:5589/live.php?id=ettvcaijing_twn&h=23.128.116.71&p=22364&token=1768708956.5ea6c5b3a6f94d55659e72c17401b0bc1093c934a0f01ac7de6a2e1413f94be5
